attendance,date,division,f1_r1_clinch_a,f1_r1_clinch_l,f1_r1_distance_a,f1_r1_distance_l,f1_r1_ground_a,f1_r1_ground_l,f1_r1_kd,f1_r1_pass,f1_r1_rev,f1_r1_s_a,f1_r1_s_l,f1_r1_ss_a,f1_r1_ss_body_a,f1_r1_ss_body_l,f1_r1_ss_head_a,f1_r1_ss_head_l,f1_r1_ss_l,f1_r1_ss_leg_a,f1_r1_ss_leg_l,f1_r1_sub_a,f1_r1_td_a,f1_r1_td_l,f1_r2_clinch_a,f1_r2_clinch_l,f1_r2_distance_a,f1_r2_distance_l,f1_r2_ground_a,f1_r2_ground_l,f1_r2_kd,f1_r2_pass,f1_r2_rev,f1_r2_s_a,f1_r2_s_l,f1_r2_ss_a,f1_r2_ss_body_a,f1_r2_ss_body_l,f1_r2_ss_head_a,f1_r2_ss_head_l,f1_r2_ss_l,f1_r2_ss_leg_a,f1_r2_ss_leg_l,f1_r2_sub_a,f1_r2_td_a,f1_r2_td_l,f1_r3_clinch_a,f1_r3_clinch_l,f1_r3_distance_a,f1_r3_distance_l,f1_r3_ground_a,f1_r3_ground_l,f1_r3_kd,f1_r3_pass,f1_r3_rev,f1_r3_s_a,f1_r3_s_l,f1_r3_ss_a,f1_r3_ss_body_a,f1_r3_ss_body_l,f1_r3_ss_head_a,f1_r3_ss_head_l,f1_r3_ss_l,f1_r3_ss_leg_a,f1_r3_ss_leg_l,f1_r3_sub_a,f1_r3_td_a,f1_r3_td_l,f1_r4_clinch_a,f1_r4_clinch_l,f1_r4_distance_a,f1_r4_distance_l,f1_r4_ground_a,f1_r4_ground_l,f1_r4_kd,f1_r4_pass,f1_r4_rev,f1_r4_s_a,f1_r4_s_l,f1_r4_ss_a,f1_r4_ss_body_a,f1_r4_ss_body_l,f1_r4_ss_head_a,f1_r4_ss_head_l,f1_r4_ss_l,f1_r4_ss_leg_a,f1_r4_ss_leg_l,f1_r4_sub_a,f1_r4_td_a,f1_r4_td_l,f1_r5_clinch_a,f1_r5_clinch_l,f1_r5_distance_a,f1_r5_distance_l,f1_r5_ground_a,f1_r5_ground_l,f1_r5_kd,f1_r5_pass,f1_r5_rev,f1_r5_s_a,f1_r5_s_l,f1_r5_ss_a,f1_r5_ss_body_a,f1_r5_ss_body_l,f1_r5_ss_head_a,f1_r5_ss_head_l,f1_r5_ss_l,f1_r5_ss_leg_a,f1_r5_ss_leg_l,f1_r5_sub_a,f1_r5_td_a,f1_r5_td_l,f1_tot_clinch_a,f1_tot_clinch_l,f1_tot_distance_a,f1_tot_distance_l,f1_tot_ground_a,f1_tot_ground_l,f1_tot_kd,f1_tot_pass,f1_tot_rev,f1_tot_s_a,f1_tot_s_l,f1_tot_ss_a,f1_tot_ss_body_a,f1_tot_ss_body_l,f1_tot_ss_head_a,f1_tot_ss_head_l,f1_tot_ss_l,f1_tot_ss_leg_a,f1_tot_ss_leg_l,f1_tot_sub_a,f1_tot_td_a,f1_tot_td_l,f2_r1_clinch_a,f2_r1_clinch_l,f2_r1_distance_a,f2_r1_distance_l,f2_r1_ground_a,f2_r1_ground_l,f2_r1_kd,f2_r1_pass,f2_r1_rev,f2_r1_s_a,f2_r1_s_l,f2_r1_ss_a,f2_r1_ss_body_a,f2_r1_ss_body_l,f2_r1_ss_head_a,f2_r1_ss_head_l,f2_r1_ss_l,f2_r1_ss_leg_a,f2_r1_ss_leg_l,f2_r1_sub_a,f2_r1_td_a,f2_r1_td_l,f2_r2_clinch_a,f2_r2_clinch_l,f2_r2_distance_a,f2_r2_distance_l,f2_r2_ground_a,f2_r2_ground_l,f2_r2_kd,f2_r2_pass,f2_r2_rev,f2_r2_s_a,f2_r2_s_l,f2_r2_ss_a,f2_r2_ss_body_a,f2_r2_ss_body_l,f2_r2_ss_head_a,f2_r2_ss_head_l,f2_r2_ss_l,f2_r2_ss_leg_a,f2_r2_ss_leg_l,f2_r2_sub_a,f2_r2_td_a,f2_r2_td_l,f2_r3_clinch_a,f2_r3_clinch_l,f2_r3_distance_a,f2_r3_distance_l,f2_r3_ground_a,f2_r3_ground_l,f2_r3_kd,f2_r3_pass,f2_r3_rev,f2_r3_s_a,f2_r3_s_l,f2_r3_ss_a,f2_r3_ss_body_a,f2_r3_ss_body_l,f2_r3_ss_head_a,f2_r3_ss_head_l,f2_r3_ss_l,f2_r3_ss_leg_a,f2_r3_ss_leg_l,f2_r3_sub_a,f2_r3_td_a,f2_r3_td_l,f2_r4_clinch_a,f2_r4_clinch_l,f2_r4_distance_a,f2_r4_distance_l,f2_r4_ground_a,f2_r4_ground_l,f2_r4_kd,f2_r4_pass,f2_r4_rev,f2_r4_s_a,f2_r4_s_l,f2_r4_ss_a,f2_r4_ss_body_a,f2_r4_ss_body_l,f2_r4_ss_head_a,f2_r4_ss_head_l,f2_r4_ss_l,f2_r4_ss_leg_a,f2_r4_ss_leg_l,f2_r4_sub_a,f2_r4_td_a,f2_r4_td_l,f2_r5_clinch_a,f2_r5_clinch_l,f2_r5_distance_a,f2_r5_distance_l,f2_r5_ground_a,f2_r5_ground_l,f2_r5_kd,f2_r5_pass,f2_r5_rev,f2_r5_s_a,f2_r5_s_l,f2_r5_ss_a,f2_r5_ss_body_a,f2_r5_ss_body_l,f2_r5_ss_head_a,f2_r5_ss_head_l,f2_r5_ss_l,f2_r5_ss_leg_a,f2_r5_ss_leg_l,f2_r5_sub_a,f2_r5_td_a,f2_r5_td_l,f2_tot_clinch_a,f2_tot_clinch_l,f2_tot_distance_a,f2_tot_distance_l,f2_tot_ground_a,f2_tot_ground_l,f2_tot_kd,f2_tot_pass,f2_tot_rev,f2_tot_s_a,f2_tot_s_l,f2_tot_ss_a,f2_tot_ss_body_a,f2_tot_ss_body_l,f2_tot_ss_head_a,f2_tot_ss_head_l,f2_tot_ss_l,f2_tot_ss_leg_a,f2_tot_ss_leg_l,f2_tot_sub_a,f2_tot_td_a,f2_tot_td_l,fighter_1,fighter_1_detail_url,fighter_1_nn,fighter_2,fighter_2_detail_url,fighter_2_nn,location,referee,rounds,time,time_seconds,url,win_method,win_method_details,winner
16811,2019-12-14T00:00:00+00:00,UFC Featherweight Title Bout,0,0,40,19,0,0,0,0,0,40,19,40,4,4,33,13,19,3,2,0,0,0,0,0,55,22,0,0,0,0,0,55,22,55,4,2,46,16,22,5,4,0,0,0,0,0,60,22,0,0,0,0,0,60,22,60,4,3,46,13,22,10,6,0,0,0,0,0,71,37,0,0,0,0,0,71,37,71,11,9,54,24,37,6,4,0,0,0,2,2,75,32,0,0,0,0,0,78,35,77,21,14,54,19,34,2,1,0,0,0,2,2,301,132,0,0,0,0,0,304,135,303,44,32,233,85,134,26,17,0,0,0,0,0,56,27,0,0,0,0,0,56,27,56,4,3,34,11,27,18,13,0,1,0,0,0,48,28,0,0,0,0,0,48,28,48,4,2,19,4,28,25,22,0,0,0,0,0,63,35,0,0,0,0,0,63,35,63,12,6,34,14,35,17,15,0,0,0,1,1,74,35,0,0,0,0,0,75,36,75,6,1,51,20,36,18,15,0,1,0,0,0,61,31,0,0,0,0,0,61,31,61,6,3,40,18,31,15,10,0,2,0,1,1,302,156,0,0,0,0,0,303,157,303,32,15,178,67,157,93,75,0,4,0,Max Holloway,http://www.ufcstats.com/fighter-details/150ff4cc642270b9,"""Blessed""",Alexander Volkanovski,http://www.ufcstats.com/fighter-details/e1248941344b3288,"""The Great""","Las Vegas, Nevada, USA",Jason Herzog,5,5:00,300,http://www.ufcstats.com/fight-details/efc40ec41114d8fa,Decision - Unanimous,Junichiro Kamijo 45 - 50.Chris Lee 47 - 48.Michael Bell 47 - 48.,Alexander Volkanovski
16811,2019-12-14T00:00:00+00:00,UFC Welterweight Title Bout,4,4,87,30,0,0,0,0,0,91,34,91,16,11,72,20,34,3,3,0,0,0,0,0,79,40,0,0,0,0,0,79,40,79,17,11,59,27,40,3,2,0,0,0,1,1,49,28,0,0,0,0,0,50,29,50,13,10,37,19,29,0,0,0,0,0,0,0,68,35,0,0,0,0,0,68,35,68,17,14,50,20,35,1,1,0,0,0,0,0,57,23,15,14,2,0,0,72,37,72,11,7,61,30,37,0,0,0,0,0,5,5,340,156,15,14,2,0,0,360,175,360,74,53,279,116,175,7,6,0,0,0,0,0,111,39,0,0,0,0,0,111,39,111,11,7,95,27,39,5,5,0,0,0,0,0,97,41,0,0,0,0,0,97,41,97,8,8,88,32,41,1,1,0,0,0,0,0,51,8,0,0,0,0,0,51,8,51,5,3,46,5,8,0,0,0,0,0,0,0,76,36,0,0,0,0,0,76,36,76,12,7,59,25,36,5,4,0,0,0,0,0,60,19,0,0,0,0,0,60,19,60,3,3,53,14,19,4,2,0,0,0,0,0,395,143,0,0,0,0,0,395,143,395,39,28,341,103,143,15,12,0,0,0,Kamaru Usman,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e,"""The Nigerian Nightmare""",Colby Covington,http://www.ufcstats.com/fighter-details/dc9572dd6ec74859,"""Chaos""","Las Vegas, Nevada, USA",Marc Goddard,5,4:10,250,http://www.ufcstats.com/fight-details/82177c0f91d9618a,KO/TKO,Punch to Head At Distance,Kamaru Usman
10816,2019-12-07T00:00:00+00:00,Women's Strawweight Bout,3,2,15,5,0,0,0,3,0,33,20,18,4,3,14,4,7,0,0,1,3,2,0,0,2,0,0,0,0,2,0,2,0,2,1,0,1,0,0,0,0,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,17,5,0,0,0,5,0,35,20,20,5,3,15,4,7,0,0,3,4,3,2,1,22,7,0,0,0,0,0,32,15,24,3,3,21,5,8,0,0,0,0,0,1,1,5,0,0,0,0,0,0,7,2,6,0,0,6,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,27,7,0,0,0,0,0,39,17,30,3,3,27,6,9,0,0,0,0,0,Virna Jandiroba,http://www.ufcstats.com/fighter-details/7dda2cf308f24a02,"""Carcara""",Mallory Martin,http://www.ufcstats.com/fighter-details/19b7738321cfae42,,"Washington, DC, USA",Keith Peterson,2,1:16,76,http://www.ufcstats.com/fight-details/652a956adab8ad0e,Submission,Rear Naked Choke,Virna Jandiroba
10816,2019-12-07T00:00:00+00:00,Lightweight Bout,0,0,1,1,40,32,0,3,0,98,84,41,0,0,40,32,33,1,1,0,1,1,0,0,6,5,14,9,0,0,0,61,49,20,2,1,17,12,14,1,1,0,2,2,1,1,1,1,7,7,0,3,0,58,44,9,3,3,6,6,9,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,7,61,48,0,6,0,217,177,70,5,4,63,50,56,2,2,0,5,4,0,0,3,2,1,1,0,0,0,6,5,4,0,0,2,1,3,2,2,0,0,0,0,0,10,1,2,2,0,0,0,16,6,12,0,0,12,3,3,0,0,0,0,0,1,1,2,0,3,3,0,0,1,11,9,6,1,1,5,3,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,15,3,6,6,0,0,1,33,20,22,1,1,19,7,10,2,2,0,0,0,Joe Solecki,http://www.ufcstats.com/fighter-details/af65aa688d13eedf,,Matt Wiman,http://www.ufcstats.com/fighter-details/eb29176b03dfa888,,"Washington, DC, USA",Fernando Yamasaki,3,5:00,300,http://www.ufcstats.com/fight-details/a3f89ad71e1caa81,Decision - Unanimous,Steve Rados 30 - 27.Sal D'amato 30 - 26.David Braslow 30 - 26.,Joe Solecki
10816,2019-12-07T00:00:00+00:00,Featherweight Bout,0,0,1,1,6,5,0,5,0,28,24,7,1,1,6,5,6,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,6,5,0,5,0,28,24,7,1,1,6,5,6,0,0,1,1,1,0,0,2,0,2,2,0,0,0,9,6,4,1,0,3,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,2,2,0,0,0,9,6,4,1,0,3,2,2,0,0,0,0,0,Bryce Mitchell,http://www.ufcstats.com/fighter-details/d9c6f19f958643e9,"""Thug Nasty""",Matt Sayles,http://www.ufcstats.com/fighter-details/5b8ba8f5512893b1,,"Washington, DC, USA",Dan Miragliotta,1,4:20,260,http://www.ufcstats.com/fight-details/fa3f04be9344804b,Submission,Other From Back Control,Bryce Mitchell
10816,2019-12-07T00:00:00+00:00,Featherweight Bout,4,4,2,2,35,32,0,5,0,98,86,41,5,5,34,31,38,2,2,3,1,1,0,0,0,0,45,36,0,4,0,67,53,45,5,4,40,32,36,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,2,80,68,0,9,0,165,139,86,10,9,74,63,74,2,2,5,1,1,1,1,3,1,0,0,0,0,0,7,5,4,3,2,1,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,2,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,2,0,0,0,0,0,9,6,6,4,3,2,0,3,0,0,0,0,0,Billy Quarantillo,http://www.ufcstats.com/fighter-details/aa171d55d4b5208f,,Jacob Kilburn,http://www.ufcstats.com/fighter-details/637bd06c32219f0b,"""The Killer""","Washington, DC, USA",Kevin Mulhall,2,3:18,198,http://www.ufcstats.com/fight-details/d9501c6985c1b38d,Submission,Triangle Choke From Back Control,Billy Quarantillo
10816,2019-12-07T00:00:00+00:00,Welterweight Bout,2,1,24,12,0,0,0,0,0,26,13,26,3,3,20,7,13,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,24,12,0,0,0,0,0,26,13,26,3,3,20,7,13,3,3,0,0,0,3,2,26,12,12,9,1,0,0,42,24,41,9,8,31,14,23,1,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,26,12,12,9,1,0,0,42,24,41,9,8,31,14,23,1,1,1,3,0,Thiago Alves,http://www.ufcstats.com/fighter-details/31ee470ef5dc8d7f,"""Pitbull""",Tim Means,http://www.ufcstats.com/fighter-details/4b47e71384a9522f,"""The Dirty Bird""","Washington, DC, USA",Keith Peterson,1,2:38,158,http://www.ufcstats.com/fight-details/57d04160f5438654,Submission,Guillotine Choke On Ground,Tim Means
10816,2019-12-07T00:00:00+00:00,Bantamweight Bout,2,1,40,17,0,0,0,0,0,47,23,42,2,2,40,16,18,0,0,0,1,1,5,3,60,25,0,0,0,0,0,70,33,65,4,3,60,24,28,1,1,0,0,0,3,2,92,42,0,0,0,0,0,95,44,95,6,5,88,38,44,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,192,84,0,0,0,0,0,212,100,202,12,10,188,78,90,2,2,0,1,1,7,7,27,11,2,2,0,2,0,40,23,36,7,5,27,14,20,2,1,0,4,3,1,1,38,12,0,0,0,0,0,42,16,39,3,2,33,8,13,3,3,0,7,2,3,3,76,23,0,0,0,1,0,79,26,79,3,3,76,23,26,0,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,141,46,2,2,0,3,0,161,65,154,13,10,136,45,59,5,4,0,16,6,Rob Font,http://www.ufcstats.com/fighter-details/05339613bf8e9808,,Ricky Simon,http://www.ufcstats.com/fighter-details/5987b2458f4b5290,,"Washington, DC, USA",Fernando Yamasaki,3,5:00,300,http://www.ufcstats.com/fight-details/b9ff9ebe19ae6358,Decision - Unanimous,David Braslow 30 - 27.Brent Colflesh 29 - 28.Sal D'amato 29 - 28.,Rob Font
10816,2019-12-07T00:00:00+00:00,Women's Bantamweight Bout,3,2,11,4,6,5,0,2,0,58,38,20,2,2,18,9,11,0,0,0,1,1,2,0,35,15,7,6,0,0,0,47,23,44,5,4,39,17,21,0,0,0,2,1,0,0,2,1,19,14,1,1,0,32,24,21,1,1,20,14,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,48,20,32,25,1,3,0,137,85,85,8,7,77,40,47,0,0,0,3,2,16,11,8,4,0,0,0,0,1,48,37,24,15,12,7,2,15,2,1,0,0,0,16,15,39,16,0,0,0,0,0,79,54,55,16,16,29,7,31,10,8,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,0,0,2,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,26,48,21,1,0,0,0,1,129,92,81,31,28,38,10,47,12,9,0,0,0,Aspen Ladd,http://www.ufcstats.com/fighter-details/d4691518d012b9e7,,Yana Kunitskaya,http://www.ufcstats.com/fighter-details/3143bf892608139a,,"Washington, DC, USA",Keith Peterson,3,0:33,33,http://www.ufcstats.com/fight-details/b5365d22172e414b,KO/TKO,Punches to Head From Back Control,Aspen Ladd
10816,2019-12-07T00:00:00+00:00,Heavyweight Bout,1,1,29,22,0,0,0,0,0,35,28,30,9,8,10,4,23,11,11,0,1,0,6,6,41,24,0,0,0,0,0,52,35,47,13,12,29,14,30,5,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,70,46,0,0,0,0,0,87,63,77,22,20,39,18,53,16,15,0,1,0,9,9,21,10,0,0,0,0,0,34,23,30,7,7,20,10,19,3,2,0,1,0,20,11,45,23,6,5,1,0,0,80,48,71,6,6,63,31,39,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,20,66,33,6,5,1,0,0,114,71,101,13,13,83,41,58,5,4,0,1,0,Stefan Struve,http://www.ufcstats.com/fighter-details/ebc1f40e00e0c481,"""Skyscraper""",Ben Rothwell,http://www.ufcstats.com/fighter-details/bd58d34e39b7b12a,,"Washington, DC, USA",Dan Miragliotta,2,4:57,297,http://www.ufcstats.com/fight-details/bbc8e8a69e9bd106,KO/TKO,Punches to Head In Clinch,Ben Rothwell
10816,2019-12-07T00:00:00+00:00,Heavyweight Bout,1,1,4,2,10,10,0,2,0,30,27,15,1,1,13,11,13,1,1,0,2,1,7,7,13,7,0,0,0,0,0,24,17,20,8,8,10,4,14,2,2,0,1,0,1,1,14,8,10,9,0,1,0,35,27,25,4,3,19,14,18,2,1,0,3,1,0,0,28,18,0,0,0,0,0,28,18,28,0,0,22,13,18,6,5,0,1,0,0,0,17,11,0,0,0,0,0,18,12,17,0,0,12,6,11,5,5,0,3,0,9,9,76,46,20,19,0,3,0,135,101,105,13,12,76,48,74,16,14,0,10,2,1,0,12,5,0,0,0,0,0,16,8,13,1,0,8,1,5,4,4,0,0,0,10,8,25,11,0,0,0,0,0,44,28,35,9,7,23,9,19,3,3,0,0,0,5,4,26,8,2,2,0,0,0,41,22,33,4,4,26,7,14,3,3,0,0,0,9,5,64,25,0,0,0,0,0,73,30,73,5,4,63,23,30,5,3,0,0,0,2,2,53,19,0,0,1,0,0,55,21,55,1,1,49,17,21,5,3,0,0,0,27,19,180,68,2,2,1,0,0,229,109,209,20,16,169,57,89,20,16,0,0,0,Alistair Overeem,http://www.ufcstats.com/fighter-details/b4ad3a06ee4d660c,"""The Demolition Man""",Jairzinho Rozenstruik,http://www.ufcstats.com/fighter-details/2cd428e9606856fd,"""Bigi Boy""","Washington, DC, USA",Dan Miragliotta,5,4:56,296,http://www.ufcstats.com/fight-details/e91f289f1b9f9519,KO/TKO,Punch to Head At Distance,Jairzinho Rozenstruik
10344,2019-11-16T00:00:00+00:00,Women's Flyweight Bout,0,0,25,12,13,10,1,0,0,73,56,38,3,3,34,19,22,1,0,0,0,0,0,0,15,5,2,1,0,2,0,92,73,17,1,1,16,5,6,0,0,0,0,0,0,0,5,1,3,2,0,0,1,59,46,8,0,0,8,3,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,45,18,18,13,1,2,1,224,175,63,4,4,58,27,31,1,0,1,0,0,0,0,12,4,8,4,0,0,0,70,51,20,0,0,20,8,8,0,0,0,1,1,0,0,12,1,2,2,0,0,0,27,14,14,0,0,14,3,3,0,0,1,1,0,0,0,2,1,6,3,0,0,0,31,25,8,0,0,8,4,4,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,26,6,16,9,0,0,0,128,90,42,0,0,42,15,15,0,0,1,3,2,Ariane Lipski,http://www.ufcstats.com/fighter-details/6551c64fbcd1a467,"""Queen of Violence""",Isabela de Padua,http://www.ufcstats.com/fighter-details/e0f959f65d0406b4,"""Belinha""","Sao Paulo, Sao Paulo, Brazil",Fernando Portella,3,5:00,300,http://www.ufcstats.com/fight-details/1800ffbb34ac7ed8,Decision - Unanimous,Guilherme Bravo 29 - 28.Hallison Pontes 30 - 27.Chris Lee 30 - 27.,Ariane Lipski
10344,2019-11-16T00:00:00+00:00,Featherweight Bout,4,4,39,17,0,0,0,0,0,59,36,43,8,7,30,10,21,5,4,0,0,0,0,0,35,12,3,2,0,0,0,48,24,38,7,2,29,10,14,2,2,0,0,0,0,0,82,39,0,0,0,0,0,83,40,82,12,6,68,31,39,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,156,68,3,2,0,0,0,190,100,163,27,15,127,51,74,9,8,0,0,0,6,6,37,11,0,0,0,1,0,68,42,43,9,7,24,4,17,10,6,0,1,1,1,1,42,14,3,2,0,0,0,103,74,46,8,4,35,11,17,3,2,0,2,1,1,0,68,24,0,0,0,0,0,70,24,69,8,3,56,16,24,5,5,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,147,49,3,2,0,1,0,241,140,158,25,14,115,31,58,18,13,0,9,2,Douglas Silva de Andrade,http://www.ufcstats.com/fighter-details/3a314d9fa7c6825d,"""D Silva""",Renan Barao,http://www.ufcstats.com/fighter-details/2c99576fefe53c7c,"""The Baron""","Sao Paulo, Sao Paulo, Brazil",Osiris Maia,3,5:00,300,http://www.ufcstats.com/fight-details/80ce8f7d988d5e57,Decision - Unanimous,Guilherme Bravo 30 - 26.Marcelo Vilhena 30 - 27.Sal D'amato 30 - 27.,Douglas Silva de Andrade
10344,2019-11-16T00:00:00+00:00,Welterweight Bout,0,0,1,0,2,2,0,3,0,10,7,3,0,0,1,1,2,2,1,2,2,2,0,0,8,1,0,0,0,0,0,8,1,8,0,0,7,0,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,1,2,2,0,3,0,18,8,11,0,0,8,1,3,3,2,2,3,3,5,3,1,1,5,2,0,1,1,14,9,11,3,2,8,4,6,0,0,0,1,1,0,0,17,8,2,2,0,0,0,24,15,19,1,1,15,7,10,3,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,18,9,7,4,0,1,1,38,24,30,4,3,23,11,16,3,2,1,1,1,Warlley Alves,http://www.ufcstats.com/fighter-details/d317a5e2b3f88c5f,,Randy Brown,http://www.ufcstats.com/fighter-details/c6aee362c7a7d482,"""Rudeboy""","Sao Paulo, Sao Paulo, Brazil",Kevin MacDonald,2,1:22,82,http://www.ufcstats.com/fight-details/e6a0f19af995c432,Submission,Triangle Choke From Bottom Guard,Randy Brown
10344,2019-11-16T00:00:00+00:00,Lightweight Bout,3,2,10,2,0,0,0,0,0,17,8,13,1,0,12,4,4,0,0,1,2,1,4,2,54,13,0,0,0,0,0,58,15,58,10,5,41,4,15,7,6,0,0,0,6,1,45,11,0,0,0,0,0,52,13,51,3,0,47,12,12,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,109,26,0,0,0,0,0,127,36,122,14,5,100,20,31,8,6,1,2,1,0,0,12,4,6,5,0,4,0,37,25,18,5,4,10,3,9,3,2,0,0,0,1,0,49,24,0,0,0,0,0,50,24,50,12,5,32,14,24,6,5,0,0,0,1,1,45,15,1,1,0,0,0,48,18,47,7,4,35,10,17,5,3,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,106,43,7,6,0,4,0,135,67,115,24,13,77,27,50,14,10,0,2,2,Francisco Trinaldo,http://www.ufcstats.com/fighter-details/a8283a4f415e1eb9,"""Massaranduba""",Bobby Green,http://www.ufcstats.com/fighter-details/887961364be5ceb3,"""King""","Sao Paulo, Sao Paulo, Brazil",Eduardo Herdy,3,5:00,300,http://www.ufcstats.com/fight-details/22307b580e0c8d0d,Decision - Unanimous,Guilherme Bravo 29 - 28.Marcelo Vilhena 29 - 28.Sal D'amato 30 - 27.,Francisco Trinaldo
10344,2019-11-16T00:00:00+00:00,Featherweight Bout,0,0,33,9,1,1,0,1,0,36,12,34,4,3,23,3,10,7,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,33,9,1,1,0,1,0,36,12,34,4,3,23,3,10,7,4,1,3,2,0,0,16,6,0,0,0,0,0,16,6,16,4,3,11,3,6,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16,6,0,0,0,0,0,16,6,16,4,3,11,3,6,1,0,0,0,0,Ricardo Ramos,http://www.ufcstats.com/fighter-details/1ae8f3c723aacff4,,Eduardo Garagorri,http://www.ufcstats.com/fighter-details/7bde387d50829adf,,"Sao Paulo, Sao Paulo, Brazil",Camila Albuquerque,1,3:57,237,http://www.ufcstats.com/fight-details/094790e50afae55e,Submission,Rear Naked Choke,Ricardo Ramos
